name,success
Robert Stevens,True
Savannah Johnson,True
Robert Keller,True
Renee Smith,True
Charles Mays,False
Jason Gutierrez,False
Paige Freeman,True
Destiny Molina,False
Michael Adams,False
Michael Sanchez,False
Michael Bentley,True
Travis Higgins,False
Emily Calderon,False
Ashlee Villa,True
Heidi Roberts,True
Mary Walters,False
Jeffery Hartman,True
Claire Cole,False
Henry Velasquez,True
Erin Wright,True
Ricardo Higgins,False
Evelyn Gonzalez,True
Rebekah Allen,True
Richard Norris,True
Katherine Murphy,False
Rebecca Smith,False
Katrina Wong,True
Tara Williams,False
Rachael Santana,True
Pamela Forbes,True
Fernando Hill DVM,False
Jessica Hernandez,True
Kenneth Bird,True
Kevin Underwood,False
Karen Taylor,True
James Harvey,False
Theresa Lopez,False
Scott Russell,True
Kimberly Baker,False
Julia Chang,False
James Skinner,True
Robert Wright,False
Jared Fox,False
Margaret Schneider,True
John King,False
Dawn Boyd,False
Anthony Sullivan,False
Timothy Glover,True
Brittany Hahn,True
James Navarro,True
Alyssa Payne,True
Laura Castro,True
Karen Estrada,False
Brian Singh,False
Angel Hayes,True
Tara Tucker,False
Brandon Osborne,True
Barbara Adams,False
Melinda Wilson,False
Samantha Thompson,True
Bobby Welch,False
Michelle Jackson,False
Whitney Crawford,True
Douglas Roman,True
Jill Marshall,True
Mary Wood,False
James Olson,True
Mr. Joseph Adams,True
Scott Lopez,False
Samuel Wilson,False
Laura George,True
Mary Edwards,True
Michelle Gutierrez,True
Angela Fields,False
John Conway,True
Justin Flores,True
Jeffrey Jordan,False
Stephen Wall,False
Steven Kaiser,False
Matthew Ho,True
Amanda Proctor,True
Christopher Gray,False
Amanda Wells,False
Mr. Dalton Maxwell,True
Maria Mathews,False
John Miles,False
Judy Baker,False
Larry Reynolds,True
Paul Jenkins,False
Joseph Stewart,True
Jacob Allen,False
Ryan King,True
Jamie Nelson,False
John Adkins,True
Steven Sanchez,False
Elizabeth Poole,True
Edwin Downs,True
Ashley Gregory,True
Samantha Brown,True
Brent Donaldson,False
Jessica Trujillo,False
Austin Stevenson DDS,False
Brianna Richards,False
Taylor Brown,True
Mark Barry,True
Kenneth Robles,True
Jeffrey Perry,True
Dr. Donald Chambers,False
Raymond Mcdowell,False
Jeffrey Arnold,False
Christopher Wade,False
Mr. Brian Duncan,True
Barry Walter,True
Dennis Perez,False
Phillip Wright,False
Christopher Moore,True
Terry Cross,True
James Strickland,True
Clifford Anderson,False
Katie Murray,False
Dennis Mann,True
Michael Foster,True
William Walker,False
Kristen Moore,True
David Wilson,True
Jerry Medina,True
David Russell,True
Jennifer Montes,False
Benjamin Alvarado,False
David Hernandez,True
Samantha Gilbert,True
David Harvey,True
Jacob Daniels,False
Amber Jones,False
Cynthia Murray,True
Angela Franklin,True
James Hunter,False
Steven Hansen,True
Brittany Wright,True
Fred Baker,True
Timothy Washington,True
Dale House,False
Jeffrey Griffin,False
Joseph Phillips,False
Timothy Page,False
Robert Hicks,True
Richard Graves,True
Joshua Morgan,True
Anthony Chan,False
William Drake,True
Patricia Gonzales,False
Courtney Ramirez,False
Ryan Hughes,False
Roy Diaz Jr.,True
George Ruiz,False
Jesus Barrera,False
Judith Cruz,False
Derek Herman,False
Stephanie Brooks,True
Michael Roach,False
Patrick Morgan,True
Evan Davis,False
Jimmy Casey,False
Connie Thompson,False
Mark Miles,True
Tara Dickerson,False
Diana Lee,False
Mark Clark,True
Joseph Ochoa,False
Gary Frost,True
Caleb Davis,False
Teresa Brown,True
Kimberly Mccarthy,False
Benjamin Sims,False
Sophia Livingston,False
Patricia Rose,False
Laura Jones,True
David Elliott,True
Jennifer Brown,False
Pamela Johns,True
Tiffany Robinson,False
Sonya Brown,True
Harold Williams,False
Monica Ortiz,True
Curtis Daniel,False
Paul Banks,False
Daniel Johnston,True
Michael Jones,False
Antonio Reyes,False
Shelby Gomez,False
Timothy Gordon,True
Melinda Mccarty,False
Joshua Snow,False
Brandon Harris,False
Megan Hurst,False
Jennifer Lopez,True
Kathy Dean,False
Kimberly Smith,True
Chelsey Young,False
Alice Moore,True
Jose Baker MD,True
Andrea Garcia,True
Aimee Orr,True
Gary Snyder,True
Dr. Jeffrey Phillips PhD,True
Kim Fleming,True
Kyle Wilson,False
Jared Irwin,False
Elizabeth Holloway,False
Jeffrey Sanchez,True
Sarah Moyer,False
Jeff Stone,True
Maurice Howard,True
Heather Parker,False
Julian Scott,False
Madison Melton,False
Chelsea Thomas,True
Kathleen Kelley,True
Michelle Copeland,True
Jillian Carlson,False
Mario Underwood,True
Amber Perry,False
Kevin Long,True
Dr. Ryan Mueller,False
Timothy Arias,False
Kari Welch,False
Whitney Baker,True
John Willis,True
Walter Kelley,False
Tina Johnson,True
Mr. Calvin Andrews,False
Ricky Stevens,True
Robert Robles,False
Douglas Hawkins,False
Geoffrey Scott,True
Brittney Oconnell,False
Jay Webb,False
Sherry Vega,False
Eric Rogers,True
Jennifer Hunter,False
Debra Sanders,True
Theresa Smith,False
Seth Graham,False
Samantha Buckley,True
Jennifer Robinson,False
Tyler Robertson,False
Jennifer Thomas,False
Maria Cisneros,True
Debra Barron,True
Kristen Mccarty,False
Jason Camacho,True
Michael Evans,True
Jason Hawkins,True
Mr. Juan Greene,True
Leah Gonzalez,False
Justin Thompson,True
Chelsea Kim,True
Jessica Richardson,False
Rachel Booker,True
Tracy Montgomery,False
Taylor King,False
Charles Fisher,False
Amy Maldonado,True
Charles Hernandez,False
Dustin Porter,False
Cameron Gordon,False
Rose Brock,True
Brenda Harris,False
Bryce Smith,False
Kathleen Sanford,False
Christina Brown,False
Richard Rodriguez,True
Christine Walton,True
Amy Wright,True
Evan Hendricks,True
Stephen Flores,True
Dominic Patrick,True
Samuel Thompson,False
Roger Wilson,True
Jonathan Hall DDS,True
Jennifer Floyd,True
Kimberly Henry,False
Steven Campbell,True
Trevor Howard,False
Thomas Hernandez,True
Jessica Vaughn,True
Stacey Roberts,False
Jennifer Adams,False
Bonnie Fisher,True
Brittany Mcdaniel,True
Kimberly Mack,True
Nancy Villanueva,False
Thomas Nelson,True
Jessica Marquez,True
John Ho DDS,True
Nathan Campbell,False
Alexander Lane,True
Susan Dyer,False
Lynn Frey,True
Sergio Saunders,True
Elizabeth Stewart,True
Don Molina MD,True
Lisa Ray,True
Sarah Burns,True
Manuel Morton,True
Christina Bright,False
Victoria Rowe,False
Joshua Ashley,False
Joshua Gomez,False
Dylan Howard,True
Brandi Everett,False
Beth Rodriguez,False
Mr. Joseph Hamilton,True
Harry Wright,False
Jennifer Woods,True
Jason Weaver,True
Amanda Mason,False
Laura Smith,False
Meghan Davis,False
Amber Ballard,True
Richard Gonzalez,True
Brittany Woods,False
Joshua Graves,True
Christopher Wright,True
Andrew Atkinson,False
Matthew Davis,False
Carrie Rivers,False
Brian Farmer,False
Lori Kim,False
Mark Huff,True
Gabriela Roman,True
Jessica Kaiser,True
Lisa Anderson,False
William Jefferson,True
Bryce Andrews,True
Crystal Palmer,False
Latoya Kelley,True
Frank Barker,True
Lauren Proctor,False
Jeffrey Bailey,False
Mikayla Keller,True
Erika Watkins,True
Steven Matthews,False
Danielle Cordova,False
Nathan Newton,False
Abigail Barton,False
Alicia Morales,True
Krystal Barker,False
Darius Rodriguez,True
Jessica Obrien,False
Jenna Harrison,True
Kathryn Park,False
Christine Miller,False
Katie Velasquez,True
Douglas Galvan,True
James Lambert,False
Sharon Patterson,True
Brianna May,True
Clarence Burke,False
Cody Fields,True
Kathleen Murray,False
Nicole Freeman,True
Cole Grant,True
Dr. Stephanie Anderson,False
Jason Crane,False
Joshua Garcia,True
Walter Smith,True
Joseph Carr MD,True
Robert Mendoza,True
Mrs. Cynthia Williams,True
Ashley Salas,True
Holly Whitaker,True
George Brooks,False
Nathan Brandt,True
Brian Mccarthy,False
Ashley Serrano,True
Sarah Marshall,False
Jennifer Spencer,True
Paul Hudson,False
David French,True
Joseph Rodriguez,True
Monica Koch,True
Dr. Teresa Thomas,False
Terry Harris,False
Christina Bell,False
Tammy Carter,False
Timothy Meyer,True
Kimberly Wheeler,False
Sarah Ward,False
William Williams,False
Marcus Johnson,False
Anthony Clark,False
Lisa Sandoval,True
Diane Armstrong,True
Connie Phelps MD,False
James Miller,False
Jennifer Weeks,False
Dennis Thompson,False
Kyle Castro,True
Mr. Justin Brown,False
Brandy Adkins,True
Vincent Pratt,True
Curtis Reyes,False
Dawn Best,False
Kathy Hester,False
James Williams,True
Rebecca Stone,True
Norma Young,True
Tiffany Meyer,True
Sandra Cooke,False
Matthew Lawrence,True
Lindsay Murphy,True
Susan Black,True
Nathan Austin,True
Erin Osborn,False
Sarah Larson,False
Alexis Morgan,True
Timothy Liu,True
Justin Miranda,False
Theresa Curtis,True
Cynthia Johnson,True
Elijah Macias,True
Charlene Wagner,False
Alyssa Carlson,False
Rick Benson,True
Jason Johnson,False
Karen Rodriguez,False
Gary Walters,True
Joseph Clark,False
Elizabeth Conner,False
John Morris,False
Samuel Mccoy,False
Judith Li,True
Sharon Moore DDS,True
Juan Cohen,True
Noah Richardson,False
Hailey Patel,True
Chloe Wright,True
Erin Webb,False
Jennifer Hoover,False
Jeffrey Farmer,True
Michael Pollard,False
Nancy Williams,False
Raymond Chavez,False
Natasha Morales,False
Jessica Williams,False
Joan Cohen,True
Jennifer Mccormick,True
Bruce Molina,True
Olivia Fleming,True
Andrea Hooper,True
Jake Key,True
Brandon Graham,True
Karen Hansen,False
Diane Davenport,True
Charles Johnson,True
Joshua Joseph,False
Carolyn Martinez,False
Tina Sims,True
Maria Aguilar,False
Anna Ramirez,False
Mason Daniel,False
Lindsay Stevens,False
James Burns,False
Natalie Hall,True
Nicole Patterson,True
Brittany Pace,True
Sandra Nichols,True
Scott Burton,True
Sara Reynolds,True
Cheryl Figueroa MD,True
Natalie Howard,False
Donna Hall,False
Susan Patterson,False
Justin King,True
Sara Macias,False
Tamara Graham,True
Joseph Hampton,True
Troy Crawford,True
Brent Mccarthy,False
Katherine Ali,True
Zachary King,True
Tyler Gutierrez,True
Sarah Avila,False
Jessica Beck,False
Brian Rivera,True
Gregory Hudson,False
Mary Blankenship,True
Anthony Moore,True
Caitlyn Simmons,False
Kathleen Curtis,False
Curtis Evans,False
Stephen Conner,False
Lisa Sullivan,True
Debra Duffy,True
Steven Thompson,False
Cindy Hendrix,True
Alicia Patterson,True
Jennifer Drake,False
Krystal Rose,True
John Pierce,True
Shannon Lutz,False
Susan Bryan,True
Aaron Garcia,True
Nina Martinez,True
Tanya Lam,True
Yolanda Morales,False
Mary Davis,True
Cheryl Franklin,True
Douglas Cervantes,True
Tara Thomas,False
James Clark,False
Angela Mckenzie,False
Matthew Ray,False
Maria Marshall,False
Jason Padilla,False
Erin Adams MD,True
Keith Arnold,True
Richard Phelps,False
Angela Dudley,True
Melissa Gibson,False
Nicole Cruz,False
Alyssa Mack,True
Elizabeth Farley,True
Rachel Best,True
Ryan Anderson,True
Nicholas Juarez,False
Karen Olson,False
Joseph Silva,True
Diana Brown,True
Angela Stevens,False
Sandra Foster,True
Emma Alvarez,True
Melissa Watkins,False
Ronald Edwards,False
Stephen Mitchell,True
Joshua Miller,False
Leslie Peters,False
Dustin Lester,False
Amanda Santiago,False
Shannon Payne,True
Andrew Smith,True
Cheryl Williams,False
Robert Thompson,False
Douglas Jacobs,False
Holly Lester,False
Dustin Harrell,False
Paige Price,True
Joanna Henry,True
Jessica Klein,True
Jacob Lopez,False
Cindy Hebert,False
Alan Dennis,True
Karen Byrd,False
Joseph Knapp,False
Kaitlin Bautista,False
Christopher Rowe,False
Katherine Brown,False
Ronnie Christian DDS,True
Tammy Cooper,True
Charles Lee,True
Kayla Johnson,False
Danielle May,False
Mary Holmes,False
Eric Gonzalez,True
Eric Johnson,True
James Williams,False
Jimmy Johnson,False
Austin Davis,True
Anthony Griffith,True
Mark Rodriguez,False
Cynthia Anderson,True
Carolyn Woodward,True
Teresa Johnson,True
Corey Wade,False
Brandi Mcknight,False
William Owens,True
Emily Gonzalez,False
Bobby Hall,False
Heather Lawson,False
Robert Walton,False
Danielle Ward,False
Dean Harris,True
Amy Bauer,True
Angela Skinner,True
Dr. Brian Moore,False
Cynthia Bright,False
Alyssa Hickman,False
Steven Turner,False
James Sutton,True
Cindy Miller,True
Shane Jones,False
Cody Oliver,False
Tiffany Shields,True
Richard Kane,True
Dr. Elizabeth Gonzalez,True
Brian Marquez,False
Allen Gonzales,False
Christopher Fernandez,False
Thomas Carter,True
Monique Miller,False
Jeanne Jackson,False
Brian Rodgers,False
Shawn Harper,False
Kenneth Scott,False
Dennis Harrison,True
Grace House,True
Dr. Shannon Smith,True
John Morales,True
Wendy Dickson,False
Denise Cervantes,False
Nicole Hicks,False
Mike Watson,False
Carmen Carpenter,False
Sheila Jenkins,False
Kevin Fernandez,False
Lawrence Martinez,False
Brenda Richards,True
Steven Ford,False
Michael Smith,True
Bridget Ortega,True
Jason Oneal,True
Douglas Hodge,False
Sarah Cooper,False
Jason Kelly,True
Joseph Ruiz,True
Dawn King,False
Rachel Hayes,False
Tiffany Ortiz,False
Xavier Atkins DDS,False
Stephanie Vargas,True
Michelle Whitaker,True
John Gonzalez,True
Eric Simon,False
Lucas Whitaker,False
Angel Robles,True
Debbie Cruz,False
David Ross,False
Robert Hunter,True
Kimberly Thomas,True
Patrick Rogers,False
Sandra Roberts,False
Raymond Jones,True
Melissa Irwin,False
Jessica Bernard,False
Mr. Ricardo Salazar,False
Tina Brown,False
Brenda Lester,False
Joseph Jordan,True
Pamela Marquez,False
Monica Martin,False
Brian Johnson,True
Elizabeth Jenkins,True
Jennifer Jimenez,False
Ashley Mann,True
Brian Hogan,False
Christy Willis,False
Tina Reid,False
Robyn Berry,False
Lisa Webb,False
Sara Powers,False
James Robertson,False
Max Ellison,True
David Gamble,True
Brian Colon,True
Noah Smith,True
Aaron Mejia,False
Deborah Lawson,True
Sheila Flynn,False
Heather Cameron,False
Lisa Moore,True
Michelle Castro MD,False
Angel White,True
Jessica Rivera,False
John Scott,True
Mary Lee,True
Todd Martinez,True
Jessica Williams,True
Tracy Vaughn,True
Justin Stout,True
Damon Wright,True
Marisa Jones,True
Robert Bishop,True
Jennifer Richardson,False
Randy Jacobs,True
Thomas Salinas,True
Bonnie Cortez,False
Stephanie Farley,True
Morgan Rodriguez,True
Wesley Jackson,True
Wendy Parker,True
Kathryn Cook,False
Luis Cohen,True
Mr. John Evans,True
Anna Leblanc,False
Xavier Moore,True
Kevin Perez,True
Leslie Waters,False
Nicole Diaz,True
Mercedes Richards,False
Karen Schneider,True
Kiara Hardin,False
Mary Davis,True
Nancy King,True
Terry Norton,True
Melissa Marshall,False
Oscar Brooks,False
Jordan Hoffman,True
Shannon Hutchinson,True
Carolyn Roach,True
Juan Carr,True
Gary Mcbride,False
Wendy Rivera,False
George Woods,False
Jason Nunez,False
Dr. Elizabeth Knox DDS,True
Marcus Hayes,False
Christine Stewart,False
Ashley Mckinney,True
Alan Wang,True
William Booth,True
Dana Coffey,True
Mary Gomez,True
Donald Young,False
Carla Hancock,True
Kevin Johnson,True
Jean Murphy,True
John Garrison,False
Brandon Sanchez,True
Paige Adams,False
Megan Cox,True
Charles Graves,False
Andrea Curry,False
Linda Cohen,False
Michele Smith,False
Lisa Walker,True
Nicole Johnson,False
Gary Holt,True
Seth Flores,True
Mr. Joshua Combs,False
Brian Perez,False
Andrew Cortez,True
Mathew Kelly,False
Tanya Vazquez,True
Dr. William Cruz MD,False
Mary Valencia,False
Thomas Austin,True
Cindy Howard,True
Chelsea Harrison,True
Dr. Karen Hampton,True
Anthony Francis,True
Michelle Smith,False
Courtney Merritt,False
Pedro Mccoy,False
Mary Mcgrath,True
Craig Bell,True
Christopher Benson,False
Ashley Smith,True
Gwendolyn Eaton,True
Alex Moses,False
Benjamin Garcia,True
Derek Harris,True
Scott Wilson,False
Stephen Olson,False
Dr. Rodney Michael,True
Jared Martinez,True
Jessica Martinez,True
Joan Jimenez,False
Michael Ellis,False
Marie Hogan,True
Katherine Chapman,True
Tamara Guzman,True
Taylor Richardson,True
Steven Mcconnell,True
Seth Berry,False
Michael Valenzuela,True
Amanda Schultz,True
Zachary Miller,True
Larry Francis,True
Mary Cardenas,False
Bryan Howard,False
Joshua Barnett,False
Kelly Floyd,False
Russell York,True
Samuel Wyatt,False
Felicia King,False
Michael Alexander,True
Douglas Howard,False
Kelly Barnett,True
Laura Martinez,False
Amanda Jimenez,True
Anne Sanchez,True
Kimberly Velasquez,True
Patricia Hensley,True
Timothy Christian,True
Sarah Cain,True
Vanessa Adams,True
John Nguyen,False
Dana Cannon MD,False
Michael Small,True
Lisa Krueger,True
Michael Anderson,True
Aaron Woods,False
Mary Miller,True
Brandon Ellison,False
Heather Sullivan,False
Margaret Henry,False
Sierra Weber,True
Eric Moore,False
Sierra Payne,True
Dr. Virginia Martin DDS,True
Jason Suarez,False
Justin Dillon,False
Patricia Becker,True
Andrew Bishop,False
Brandy Perez,True
Veronica Wilkins,True
Kenneth Gallegos,False
Jacqueline Bradford,False
Stephen Contreras,True
Benjamin Love,False
Wendy Rodriguez,True
Felicia Dickson,True
Chad Knight,False
Taylor Hernandez,False
Robert Hayes,True
Roy Robinson DVM,False
Caitlyn Vasquez,True
Rachel Ryan,False
Darin Wood,True
Mark Erickson,False
Carol Haynes MD,True
Julie Williams,False
Eric Johnson,True
James Woodward,True
Mrs. Marie Berry,False
Gregory Elliott IV,True
Brandy Walker,False
Kaitlyn Brooks,True
Cynthia Morales,False
Susan Weber,True
Sonya Ware,False
Crystal Wilson,False
Nathan Wilson,False
Heather Richard,True
Dr. Patricia Palmer,True
Katelyn Thomas,True
Amy Roberson,True
Crystal Gonzalez,True
Alexis Bowen,True
Erika Thomas,False
Meghan Lawrence,False
Robin Moore,False
Denise Peterson,True
Renee Anderson,False
Jonathan Mullins,True
Sarah Turner,False
Michael Johnson,False
Jose Williams,True
David Avila,True
Angela Wilkins,True
Seth Holder,True
Karen Jennings,False
Christopher Jones,True
Brent Alvarez,True
Patrick Barber,True
Amber Wiggins,True
Chelsea Li,False
Debra Cooper,False
Mary Howard,True
Andre Quinn,False
Charles Livingston,True
Roger Cisneros,True
Victoria Simpson,False
Sara Wilson,False
Dana Peterson,False
Christina Smith,True
Sarah Smith,False
Sarah Pittman,True
Eduardo Hernandez,False
Joshua Higgins,False
Stephanie Hobbs,False
Drew Summers,True
Thomas Solis,True
Angela Perez,True
Michelle Robinson,False
Bianca Michael,True
Nathan Sellers,True
Kayla Spence,True
William Christensen,True
Laura Ross,False
Justin Bennett,True
Elaine Jones MD,True
Jessica Perez,False
Michael Crawford,False
Jason Aguilar,False
Holly Lambert,True
Alexis Rice,True
Christine Patton,False
Sandy Owens,True
Heather Davis,True
Mrs. Cynthia Morton,False
Robert Eaton,True
Patrick Collins MD,False
Erin Perez,True
Charles Rodriguez,False
Kevin Parker,True
Katherine Brown,True
Lisa Johnson,True
Donald Vazquez,False
Robert Williams,True
Diana Frazier,True
Samantha Perez,False
Christine Harris,True
Melissa Smith,True
Tina Wade,True
Kelli Bowman,False
Allison White,True
Kimberly Sims,False
Steven Farrell,False
Stacey Owens,False
Michelle Moss,False
Misty Wallace,False
Ashley Larson,True
Jason Ryan,True
David Long,False
Jonathan Ford MD,True
Tiffany Owens,False
Alexander Cooper,True
Sheila Lee,True
Jennifer Torres,True
Samuel Carson,True
James Ramirez,False
Bruce Mccoy,False
Edward Nelson,False
Eric Thomas,False
Ashley Ho,False
Brittany Harper,True
Shelley Francis,False
Christopher Rojas,True
Randall Zimmerman,False
Jennifer Santiago,True
Molly Hudson,True
John Smith,False
Wendy Parrish,False
Margaret Russell,True
Nicole Martinez,False
Cynthia Cook,True
Jacob Mahoney,True
John Green III,True
Alexander Johnson,True
Lisa Wilson,True
Adrienne Roach,True
Kathleen Cooley,True
Carol Smith,False
Brent Shepherd,False
Gary Lee,False
Christian Thomas,False
Cynthia Cooper,False
Eugene Perez,True
Paul Morgan MD,False
Erica Ryan,True
Troy Reed,True
Melanie Oliver,True
David Green,False
Manuel Whitaker,True
Brandon Bennett,True
David Romero,True
Walter Palmer,False
Stephanie Wilson,True
Julia Brock,False
George Clark,True
Anna Young,False
Wendy Baker,False
Nicholas Bradley,True
Carrie Bryant,True
Gail Willis,False
Ryan Miller,False
Ashley Anderson,True
Victoria Hammond,True
Richard Mullins,True
Jennifer Blackburn,False
Patricia Bowers,False
Kenneth Ochoa,True
Jessica Baker,False
Thomas Morgan,False
David Moore,True
Kyle Barnes,True
Gary Wagner,True
Gregory Smith,False
Natasha Gomez,True
Kevin Montgomery,True
Brandon Morris,True
Nicole Delgado,True
Robert Smith,True
Rebecca Proctor,True
Lindsey Ward,False
Donna Nelson,False
Jimmy Clark,False
Shannon Chen PhD,True
Jennifer Weber,False
Chelsea Thomas,True
Joy Gonzalez,False
Aaron Lloyd,True
Patrick Pierce,True
Patrick Santana,False
Jamie Woodward,False
Heather Martinez,True
Dustin Ellis,True
Emily Sanders,True
Chad Jackson,False
Crystal Brown,True
Vanessa Henson,False
Patricia Perez,False
Veronica Manning,False
Jeffrey Arellano,False
Edward Tran,True
Laura Smith,False
Vincent Cooper,True
Scott James,False
Matthew Yu,True
Patricia Salinas,True
Tammy Robbins,True
Stuart Reyes,True
Johnathan Kelly,False
Kimberly Gray,True
Jacob Merritt,True
Jasmine Roberts,False
Brian Smith,False
Lauren Miller,True
Jeffery Davis,False
Cynthia Ortiz,False
Michelle Harvey,True
Wendy Lane,True
Krystal Bautista,True
Brian Archer,True
Joseph Franklin,True
Sarah Evans,True
Annette Reid,False
Terry Davidson,False
Pamela West,True
Barbara Moran,False
Jessica Morrow,False
Jose Wallace,True
Maria Lewis,False
Laura Watson,False
Melissa Porter,False
Michelle Boyd,False
Dr. Charlene Riley,True
Kimberly Perez,True
Chad Peterson,True
John Lopez,True
Pamela Dominguez,False
Michael Vazquez,False
Micheal Thompson,True
Jacob Mejia,False
Joy Smith,False
Michael Chavez,False
Kathryn Oliver,True
Kayla Pratt,True
Ryan Hill,True
David Mcmillan,False
Stephen Garcia,False
Amy Smith,False
Curtis Larson,False
Laura Olson,False
Clifford Ray,True
Michelle Rivera,True
Danielle Castaneda,True
Natasha Miller,True
Joseph Douglas,False
Sandra Wilson,True
Bruce Floyd,True
Sandra Howell,True
Debra Thomas,True
Holly Johnson,False
Priscilla Lee,True
Michael Carter,False
Mark Edwards,False
Joshua Roberts,False
Elizabeth Schmidt,False
Ashley Thomas,False
Mr. Jose Martin DVM,False
Travis Bailey,False
Molly Skinner,False
Charles Rivera,True
Victoria Rice,False
Holly Anderson,True
Kimberly Hopkins,False
Tiffany Schultz,True
Keith Moore,True
George Hammond,True
Travis Dunn,True
Kaitlin Solis,False
Stephanie Smith,False
Cheryl Smith,True
Stephanie Gonzalez,False
Stephen Rodriguez,False
Vanessa Hardin,False
Marc Lopez,True
Nathaniel Ware,True
Christopher Robinson,False
Michael Alexander,False
Anthony Farmer,False
Janice Mejia,False
Jeffrey King,True
Jennifer Reed,False
Robert Rodriguez,True
Matthew Butler,True
Miss Kristina Carter,True
Patricia Pearson,True
Laura Patel,True
Antonio Solomon,False
Sean Schneider,False
Natasha Neal,False
Craig Cross,False
Savannah Mcknight,True
Jason Harper,False
Nicole Brown,False
Peter Morrison,True
Karen Williams,False
Gary Peterson,False
Alexandria Johnson,True
Michelle Parsons,False
Connie Schmidt,False
Mary Wu,False
Michael Gillespie,False
Felicia Owens,False
Kathryn Fernandez,False
James Moreno,True
Richard Murillo,True
Brent Garcia,True
Christine Maddox,False
Robert Warren,True
Ashley Farrell,True
Megan Smith,True
Monica Collins,False
Yolanda Boyer,True
Linda Jackson,False
Joshua Holmes,True
William Lozano,False
Corey Walters,True
Travis Espinoza,True
Carlos Larsen,True
Kim Rivera,False
Dale Walsh,False
Margaret Baker,False
Matthew Clarke,False
Jeffrey Wolfe,True
Marcus Mcgee,False
Julia Moss,True
Michael Barajas,True
Harry Parker,True
Mary Rodriguez,False
Jonathan Hahn,True
Eric Gutierrez,True
Amber Burke,False
Jamie Anderson,True
John Gonzalez,True
Kevin Harvey,True
Michael Long,False
Michael Avila,True
Rose Howe,True
Jessica Smith,False
Patricia Anderson,True
Lance Conner,True
Matthew Zimmerman,True
Lisa Moss,False
Heather Williams,True
Sandra Reilly,False
Casey Thompson,True
Ruben Horton,True
Sean Little,True
Dillon Page DDS,False
Eric Holden,True
William Dougherty III,False
Bethany Guzman,True
Jorge Frederick,False
Brandon Mason,True
Kristin Torres,True
Matthew Roberts,False
Tammy Booker,False
Robert Davidson DDS,True
Joseph Jones,False
Karina Hughes,True
Kevin Acevedo,True
Donna Young,True
Tyler Patel,False
Charles Fields,False
Vincent Harper,False
Michael Mcguire,False
Mark Garza,True
Kendra Carter,True
John Jones,False
Mr. Angel Powell MD,True
Stephanie Nunez,False
Sarah Ryan,True
Kristen Alexander,False
Dean Richards,False
Karen Lawson,True
Timothy Gonzales,True
Luke Grant,True
Erin Woods,True
Kenneth Bennett,True
Matthew Bryan,False
Frank Peters,False
Stacey King,False
Melanie Richardson,False
William Bird,True
Jennifer Williams,False
Robert Arnold,True
Christopher Thomas,False
Jill Newton,False
Megan Lucero,False
Edward Pierce,False
Lisa Howell,True
Gina Stewart,True
David Jones,True
Christopher Smith PhD,True
Mark Cox,True
Samantha Elliott,False
Mrs. Michelle Collins,True
Regina Jackson,True
Richard Burton,True
Michael Salinas,False
Matthew Welch,False
Nathan Morris,False
Vincent Martinez,False
Darren Brown,True
Jason Baker,False
Benjamin Cunningham,False
Kimberly Castillo,False
Ann Jackson,True
Carrie Castaneda,True
Kara Williams,True
Jennifer House,False
Paul Soto,False
Nancy Rice,False
Joy Morris,False
Jeffrey Hayes,False
Raymond Wright,True
Laurie Kim,True
John Garza,False
Jennifer James,True
Rebecca Anthony,True
David Lawson,False
Leonard Hess,False
Cheyenne Alvarez,False
Patricia Morse,True
Regina Garza,False
Mr. Marc Hudson,False
Sean Gonzalez,True
Alexander Munoz,True
Jacob Thomas,True
Jacqueline Smith,False
Tommy Jackson,False
Cory Thomas,False
William Thomas,True
James Deleon,False
Debbie Marshall,True
Cynthia Cherry,False
Mike Jordan,False
George Paul,False
Thomas Smith PhD,True
Noah Turner,True
Kenneth Bell,False
Timothy Burke,True
Karina Spence,True
Stacy Bass,False
Cheryl Johnson,False
Mitchell Lewis,True
Dylan Rose,True
Tanya Collins,True
Margaret Beasley,False
Sherry Pearson,True
Daniel Ramirez DVM,True
Kim Sullivan,False
Sandra Armstrong,True
Diana Parks,True
Melissa Ray,True
Autumn Mclaughlin,False
Jerry Turner,True
Jill Yates,False
Katie Garcia,True
Daniel Parker,False
Cindy Hayden,False
Steven Smith,True
Justin Goodman,False
Deanna Gallagher,True
Shari Smith,False
Autumn Ramos,False
Jonathan Jefferson,True
Angela Jones,False
Kayla Burns,False
Shelly Rios,False
Samantha Ritter,False
Steven Shaw,True
Joseph Mcdonald,False
Amber Richardson,True
Katie Martin,True
Jessica Atkinson,True
Lindsay Livingston,False
Jeremy Young,False
Angel Rivera,False
Brittany Duke,False
Charles Johnson,False
Kathryn Erickson,True
Heather Webster,False
Susan Mejia DDS,False
Laurie Walls,False
Eugene Smith,True
Chelsea Hughes,True
Kelly Hernandez,True
Brian Burns,False
Dillon Davis,False
Michael Solis,False
Jeremy Wright,False
Laura Lyons,False
Trevor Lewis,False
Rick Jones,False
Leslie Lynch,True
Dakota Waller,False
Mark Weiss,False
Janet Campbell,True
Susan Peters,False
Carolyn Graham,False
Kelsey Patton,False
Nicholas Smith,True
Michael Williams,False
Sean Jackson MD,True
Elizabeth Cohen,False
Matthew Sweeney,False
Sarah Rodriguez,True
Mr. Javier Lyons,False
Denise Winters,False
Hector Vaughn,True
